Initial_Weights,Final_Weights,Runtime_Before,Runtime_After,Fidelity
"[1.0, -1.6560340709972608e-07, -2.371240512965663e-06]","[1.0, -1.6560340709972608e-07, 2.371240512965663e-06]",0.7853981746231206,0.7853981746231206,1.0
"[1.0, 2.8062385380031634, 2.8062481931115477]","[1.0, 2.8062385380031634, -2.8062481931115477]",3.1415925496128523,3.1415925496128523,1.0
"[1.0, 2.0916495060574833, 2.0916536880788534]","[1.0, 2.0916495060574833, -2.0916536880788534]",1.0471971900961792,1.0471971900961792,1.0
"[1.0, -4.034164441802788e-07, 1.7033868478089318e-06]","[1.0, -4.034164441802788e-07, -1.7033868478089318e-06]",0.785398144186281,0.785398144186281,1.0
"[1.0, 2.091649372136013, 2.0916536979612768]","[1.0, 2.091649372136013, -2.0916536979612768]",1.0471972182359939,1.0471972182359939,1.0
"[1.0, 4.227896594536096, 4.227872811734916]","[1.0, 4.227896594536096, -4.227872811734916]",1.0471974578524776,1.0471974578524776,1.0
"[1.0, 4.227870700740551, 4.227894537146654]","[1.0, 4.227870700740551, -4.227894537146654]",1.047197630643269,1.047197630643269,1.0
"[1.0, 4.227870857747268, 4.227894652748831]","[1.0, 4.227870857747268, -4.227894652748831]",1.047197599938208,1.047197599938208,1.0
"[1.0, 4.227872070391661, 4.227895809798964]","[1.0, 4.227872070391661, -4.227895809798964]",3.1415925928951363,3.1415925928951363,1.0
"[1.0, 4.227870815994488, 4.227894671486962]","[1.0, 4.227870815994488, -4.227894671486962]",1.0471976022886924,1.0471976022886924,1.0
"[1.0, 2.091650888061181, 2.0916470147750568]","[1.0, 2.091650888061181, -2.0916470147750568]",1.047197834784848,1.047197834784848,1.0
"[1.0, 2.0916493110452263, 2.0916481642696896]","[1.0, 2.0916493110452263, -2.0916481642696896]",1.0471980237807212,1.0471980237807212,1.0
"[1.0, -7.155308776902934e-07, 1.304125163757587e-06]","[1.0, -7.155308776902934e-07, -1.304125163757587e-06]",0.7853981860009488,0.7853981860009488,1.0
"[1.0, -1.8919349006838417e-07, -1.2452556182793814e-06]","[1.0, -1.8919349006838417e-07, 1.2452556182793814e-06]",0.7853976458886397,0.7853976458886397,1.0
