Initial_Weights,Final_Weights,Runtime_Before,Runtime_After,Fidelity
"[1.0, 0.0733390556738284, -0.004108337219803838]","[1.0, -0.0733390556738284, -0.004108337219803838]",0.7852994592737774,0.7852994592737774,1.0
"[1.0, 3.671325610246569, 4.416593110958138]","[1.0, -3.671325610246569, 4.416593110958138]",1.0940634050112101,1.0940634050112101,1.0
"[1.0, 2.0174269513556062, 2.076212548357167]","[1.0, -2.0174269513556062, 2.076212548357167]",1.0608667571504604,1.0608667571504604,1.0
"[1.0, 2.21537152580207, 2.078688797205248]","[1.0, -2.21537152580207, 2.078688797205248]",1.032784376675521,1.032784376675521,1.0
"[1.0, 2.0068688587862034, 2.081464029170537]","[1.0, -2.0068688587862034, 2.081464029170537]",1.0631072645182247,1.0631072645182247,1.0
"[1.0, 2.01524059928422, 2.06738371520967]","[1.0, -2.01524059928422, 2.06738371520967]",1.066496591971489,1.066496591971489,1.0
"[1.0, 4.354606513119855, 3.7377085502810456]","[1.0, -4.354606513119855, 3.7377085502810456]",1.0842548762027586,1.0842548762027586,1.0
"[1.0, 5.392329167216122, 7.416841872300709]","[1.0, -5.392329167216122, 7.416841872300709]",1.022014490722065,1.022014490722065,1.0
"[1.0, 2.1354089137556316, 1.9992588864456868]","[1.0, -2.1354089137556316, 1.9992588864456868]",3.1629183414410846,3.1629183414410846,1.0
"[1.0, 5.418179180046247, 7.217014223671027]","[1.0, -5.418179180046247, 7.217014223671027]",1.0395222790779863,1.0395222790779863,1.0
"[1.0, 2.2139520890184663, 2.080617793460204]","[1.0, -2.2139520890184663, 2.080617793460204]",1.032530746180693,1.032530746180693,1.0
"[1.0, 2.0120701423056837, 2.1580030759074855]","[1.0, -2.0120701423056837, 2.1580030759074855]",1.041614741461463,1.041614741461463,1.0
"[1.0, 6.750272956776669, 5.364544359563677]","[1.0, -6.750272956776669, 5.364544359563677]",3.2687047695247995,3.2687047695247995,1.0
"[1.0, 5.38470183363722, 7.4100807982093535]","[1.0, -5.38470183363722, 7.4100807982093535]",1.0242779706606908,1.0242779706606908,1.0
"[1.0, 3.6714269218299114, 4.415982722013299]","[1.0, -3.6714269218299114, 4.415982722013299]",1.0941593625029757,1.0941593625029757,1.0
"[1.0, 4.288449460483669, 4.168247838817032]","[1.0, -4.288449460483669, 4.168247838817032]",1.0238395849359447,1.0238395849359447,1.0
"[1.0, -0.02919378996589262, 0.028527692541038513]","[1.0, 0.02919378996589262, 0.028527692541038513]",0.7845104753837572,0.7845104753837572,1.0
"[1.0, 1.3608867157407032, 1.3835421712862443]","[1.0, -1.3608867157407032, 1.3835421712862443]",3.1419505858201675,3.1419505858201675,1.0
"[1.0, 4.355465357641806, 3.737136343190702]","[1.0, -4.355465357641806, 3.737136343190702]",1.0841904789879504,1.0841904789879504,1.0
"[1.0, 2.133356101542048, 2.000695608858635]","[1.0, -2.133356101542048, 2.000695608858635]",3.162801782746042,3.162801782746042,1.0
"[1.0, 2.056625854028257, 2.055956424965696]","[1.0, -2.056625854028257, 2.055956424965696]",1.0602728110711608,1.0602728110711608,1.0
"[1.0, 3.673487790653396, 3.2253836777073355]","[1.0, -3.673487790653396, 3.2253836777073355]",3.188606487086372,3.188606487086372,1.0
"[1.0, 2.214471696266365, 2.0794219129303335]","[1.0, -2.214471696266365, 2.0794219129303335]",1.0326503550848558,1.0326503550848558,1.0
"[1.0, 2.213464878440247, 2.0791802907621406]","[1.0, -2.213464878440247, 2.0791802907621406]",1.0329092385499568,1.0329092385499568,1.0
"[1.0, 2.2142282465063494, 2.0791906415747015]","[1.0, -2.2142282465063494, 2.0791906415747015]",1.0328275567084328,1.0328275567084328,1.0
"[1.0, 2.2144996927554588, 2.079002543358362]","[1.0, -2.2144996927554588, 2.079002543358362]",1.032899115520396,1.032899115520396,1.0
"[1.0, 2.009549386374388, 2.157990452219289]","[1.0, -2.009549386374388, 2.157990452219289]",1.042013641823866,1.042013641823866,1.0
"[1.0, 2.000871071022527, 2.1537227603392948]","[1.0, -2.000871071022527, 2.1537227603392948]",1.0441243023510416,1.0441243023510416,1.0
