Initial_Weights,Final_Weights,Runtime_Before,Runtime_After,Fidelity
"[1.0, -0.004108337219803842, 0.07333905567382856]","[1.0, -0.004108337219803842, -0.07333905567382856]",0.7852994592737774,0.7852994592737774,1.0
"[1.0, 2.0795340840875123, 2.2149216328064654]","[1.0, 2.0795340840875123, -2.2149216328064654]",1.0325735412049717,1.0325735412049717,1.0
"[1.0, 4.416287472642476, 3.671549593615357]","[1.0, 4.416287472642476, -3.671549593615357]",1.09413053289425,1.09413053289425,1.0
"[1.0, 0.191534083617768, -0.22071223801652864]","[1.0, 0.191534083617768, 0.22071223801652864]",5.285938430572384,5.285938430572384,1.0
"[1.0, 0.023345452891120697, 0.04212237119789738]","[1.0, 0.023345452891120697, -0.04212237119789738]",0.7883450596265301,0.7883450596265301,1.0
"[1.0, 0.009648630531214729, 0.06886481326831706]","[1.0, 0.009648630531214729, -0.06886481326831706]",0.7851564230689195,0.7851564230689195,1.0
"[1.0, 2.0805060426071127, 2.2137043703534216]","[1.0, 2.0805060426071127, -2.2137043703534216]",1.032448465147417,1.032448465147417,1.0
"[1.0, 4.170572424989046, 4.406158077805654]","[1.0, 4.170572424989046, -4.406158077805654]",1.032307764022456,1.032307764022456,1.0
"[1.0, 0.5151298262404688, 0.48602049028555794]","[1.0, 0.5151298262404688, -0.48602049028555794]",7.311712916763647,7.311712916763647,1.0
"[1.0, -0.0005933886858366851, 0.07609555231007069]","[1.0, -0.0005933886858366851, -0.07609555231007069]",0.7851807660212451,0.7851807660212451,1.0
"[1.0, 2.1632063820189833, 2.006374281268482]","[1.0, 2.1632063820189833, -2.006374281268482]",3.1581735135262097,3.1581735135262097,1.0
"[1.0, 4.353879146486728, 4.287085274244641]","[1.0, 4.353879146486728, -4.287085274244641]",1.0269209297063846,1.0269209297063846,1.0
"[1.0, -1.0838198786607382e-05, 0.07546457228800364]","[1.0, -1.0838198786607382e-05, -0.07546457228800364]",0.785122858543602,0.785122858543602,1.0
"[1.0, 0.00010237939280240932, 0.07445981198984486]","[1.0, 0.00010237939280240932, -0.07445981198984486]",0.7851542191972637,0.7851542191972637,1.0
"[1.0, 2.07974614737195, 2.2137209731144405]","[1.0, 2.07974614737195, -2.2137209731144405]",1.0328155883464458,1.0328155883464458,1.0
"[1.0, 2.0796261066686355, 2.212970294300032]","[1.0, 2.0796261066686355, -2.212970294300032]",1.0329498951940068,1.0329498951940068,1.0
"[1.0, 5.652210311792517, 7.199254184934563]","[1.0, 5.652210311792517, -7.199254184934563]",1.031718637363648,1.031718637363648,1.0
"[1.0, 0.021446065850809434, -0.0018596617848749555]","[1.0, 0.021446065850809434, 0.0018596617848749555]",0.7929528313079279,0.7929528313079279,1.0
"[1.0, 2.079606427430261, 2.213838281389797]","[1.0, 2.079606427430261, -2.213838281389797]",1.0329460212257378,1.0329460212257378,1.0
"[1.0, 5.642153375088447, 7.190049691668354]","[1.0, 5.642153375088447, -7.190049691668354]",1.0331715741408127,1.0331715741408127,1.0
"[1.0, 5.645115388859671, 7.193779531261749]","[1.0, 5.645115388859671, -7.193779531261749]",1.0326580848716806,1.0326580848716806,1.0
"[1.0, 5.653652768967886, 7.200448095034851]","[1.0, 5.653652768967886, -7.200448095034851]",1.031515303660789,1.031515303660789,1.0
"[1.0, 2.0805850982663947, 2.2146007719060634]","[1.0, 2.0805850982663947, -2.2146007719060634]",1.0324815730973735,1.0324815730973735,1.0
"[1.0, 2.0807638694910664, 2.2148621648187405]","[1.0, 2.0807638694910664, -2.2148621648187405]",1.0323480976406973,1.0323480976406973,1.0
