Initial_Weights,Final_Weights,Runtime_Before,Runtime_After,Fidelity
"[9.990681734743143, 3.97588599704583e-07, 9.990681734743143]","[9.990681734743143, -3.97588599704583e-07, 9.990681734743143]",0.07861306900804121,0.07861306900804121,1.0
"[10.956120111918928, 8.65584161082208e-07, 10.956120111918928]","[10.956120111918928, -8.65584161082208e-07, 10.956120111918928]",0.645172141083753,0.645172141083753,1.0
"[8.690769114889052, -1.0654877350377892e-08, 8.690769114889052]","[8.690769114889052, 1.0654877350377892e-08, 8.690769114889052]",0.09037153886904788,0.09037153886904788,1.0
"[9.334195027189791, 2.721231222218796e-07, 9.334195027189791]","[9.334195027189791, -2.721231222218796e-07, 9.334195027189791]",0.2524261045893936,0.2524261045893936,1.0
"[10.662553874900174, -1.57825864760532e-06, 10.662553874900174]","[10.662553874900174, 1.57825864760532e-06, 10.662553874900174]",3.903952391280043,3.903952391280043,1.0
"[9.93294681504146, 9.446293771250587e-07, 9.93294681504146]","[9.93294681504146, -9.446293771250587e-07, 9.93294681504146]",2.9255902187761893,2.9255902187761893,1.0
"[12.55428787457995, -1.4541011067184226e-06, 12.55428787457995]","[12.55428787457995, 1.4541011067184226e-06, 12.55428787457995]",2.3147256408346215,2.3147256408346215,1.0
"[10.144774122834155, -6.885827330229006e-07, 10.144774122834155]","[10.144774122834155, 6.885827330229006e-07, 10.144774122834155]",3.7935304961627088,3.7935304961627088,1.0
"[11.711697280737358, -2.2987139425198233e-07, 11.711697280737358]","[11.711697280737358, 2.2987139425198233e-07, 11.711697280737358]",1.0059150391775264,1.0059150391775264,1.0
"[8.842466207529379, 4.19480415333729e-07, 8.842466207529379]","[8.842466207529379, -4.19480415333729e-07, 8.842466207529379]",0.7993904986098326,0.7993904986098326,1.0
"[8.74096840141607, 4.133393924436952e-07, 8.74096840141607]","[8.74096840141607, -4.133393924436952e-07, 8.74096840141607]",0.08985253433346665,0.08985253433346665,1.0
"[9.881417972554223, 4.2265832132729755e-07, 9.881417972554223]","[9.881417972554223, -4.2265832132729755e-07, 9.881417972554223]",0.5563763377940615,0.5563763377940615,1.0
"[7.442475221262856, 9.935094067336482e-08, 7.442475221262856]","[7.442475221262856, -9.935094067336482e-08, 7.442475221262856]",0.3165874849168851,0.3165874849168851,1.0
"[5.094830057973546, -6.170797557539656e-08, 5.094830057973546]","[5.094830057973546, 6.170797557539656e-08, 5.094830057973546]",0.15415591008966015,0.15415591008966015,1.0
"[7.342461750525597, -5.632536916292325e-07, 7.342461750525597]","[7.342461750525597, 5.632536916292325e-07, 7.342461750525597]",1.604498988383313,1.604498988383313,1.0
"[4.701824060966, 2.1775566738309644e-08, 4.701824060966]","[4.701824060966, -2.1775566738309644e-08, 4.701824060966]",1.169288145660346,1.169288145660346,1.0
"[3.7752303483932397, 2.885837365038662e-07, 3.7752303483932397]","[3.7752303483932397, -2.885837365038662e-07, 3.7752303483932397]",1.4562785939994427,1.4562785939994427,1.0
"[2.705654445799225, -4.337936503485805e-09, 2.705654445799225]","[2.705654445799225, 4.337936503485805e-09, 2.705654445799225]",7.837567895451725,7.837567895451725,1.0
"[3.366720838933483, 3.759774315823474e-08, 3.366720838933483]","[3.366720838933483, -3.759774315823474e-08, 3.366720838933483]",0.23328284148543085,0.23328284148543085,1.0
"[2.9643310180134663, 6.46465816007137e-08, 2.9643310180134663]","[2.9643310180134663, -6.46465816007137e-08, 2.9643310180134663]",0.264949548017677,0.264949548017677,1.0
"[3.2390804124966213, -8.30583653943879e-08, 3.2390804124966213]","[3.2390804124966213, 8.30583653943879e-08, 3.2390804124966213]",0.7274269823935106,0.7274269823935106,1.0
"[5.673478805343227, -8.200610224369117e-07, 5.673478805343227]","[5.673478805343227, 8.200610224369117e-07, 5.673478805343227]",1.7996323737569817,1.7996323737569817,1.0
"[7.222618064933676, -4.010140695691803e-07, 7.222618064933676]","[7.222618064933676, 4.010140695691803e-07, 7.222618064933676]",1.6311221699731273,1.6311221699731273,1.0
"[7.786057148149909, -9.176331015538047e-07, 7.786057148149909]","[7.786057148149909, 9.176331015538047e-07, 7.786057148149909]",2.1183201095970037,2.1183201095970037,1.0
"[8.345884340064275, -7.352440782701426e-07, 8.345884340064275]","[8.345884340064275, 7.352440782701426e-07, 8.345884340064275]",1.0351664899048332,1.0351664899048332,1.0
"[9.475962776778823, 3.1950723307726897e-09, 9.475962776778823]","[9.475962776778823, -3.1950723307726897e-09, 9.475962776778823]",0.414416022400697,0.414416022400697,1.0
"[7.798542069988148, 9.447790358256847e-07, 7.798542069988148]","[7.798542069988148, -9.447790358256847e-07, 7.798542069988148]",1.1078198617025825,1.1078198617025825,1.0
"[9.59515020850685, 4.1044985248582974e-07, 9.59515020850685]","[9.59515020850685, -4.1044985248582974e-07, 9.59515020850685]",0.5729756204241514,0.5729756204241514,1.0
"[7.5361452309878105, 7.647322645188294e-07, 7.5361452309878105]","[7.5361452309878105, -7.647322645188294e-07, 7.5361452309878105]",1.1463924237994099,1.1463924237994099,1.0
"[6.823873727781003, -1.8918940897525514e-07, 6.823873727781003]","[6.823873727781003, 1.8918940897525514e-07, 6.823873727781003]",1.4962434149906163,1.4962434149906163,1.0
"[6.895381406434996, -4.037131101940335e-07, 6.895381406434996]","[6.895381406434996, 4.037131101940335e-07, 6.895381406434996]",1.9363350601977283,1.9363350601977283,1.0
"[3.9118362100829196, 1.7602306485475427e-07, 3.9118362100829196]","[3.9118362100829196, -1.7602306485475427e-07, 3.9118362100829196]",1.0038740392210848,1.0038740392210848,1.0
"[3.6350562344589177, 2.074970978580901e-07, 3.6350562344589177]","[3.6350562344589177, -2.074970978580901e-07, 3.6350562344589177]",1.9445595926605186,1.9445595926605186,1.0
"[5.861950311674692, -3.2756253515849314e-07, 5.861950311674692]","[5.861950311674692, 3.2756253515849314e-07, 5.861950311674692]",2.2777007766792865,2.2777007766792865,1.0
"[5.022169684291883, -5.407077740431753e-07, 5.022169684291883]","[5.022169684291883, 5.407077740431753e-07, 5.022169684291883]",1.7202484863221394,1.7202484863221394,1.0
"[5.393649248426769, -1.4518319000294745e-07, 5.393649248426769]","[5.393649248426769, 1.4518319000294745e-07, 5.393649248426769]",0.14561535747370577,0.14561535747370577,1.0
"[4.764795103078483, 1.3431341741631218e-12, 4.764795103078483]","[4.764795103078483, -1.3431341741631218e-12, 4.764795103078483]",0.16483354118471444,0.16483354118471444,1.0
"[6.728405176213157, 2.685049203869334e-07, 6.728405176213157]","[6.728405176213157, -2.685049203869334e-07, 6.728405176213157]",0.3501861776282688,0.3501861776282688,1.0
"[7.194774587924088, -5.724703097283399e-07, 7.194774587924088]","[7.194774587924088, 5.724703097283399e-07, 7.194774587924088]",3.602355998145892,3.602355998145892,1.0
"[8.684256336734823, -9.151118933149814e-07, 8.684256336734823]","[8.684256336734823, 9.151118933149814e-07, 8.684256336734823]",3.8888903916181428,3.8888903916181428,1.0
"[9.589567086617848, 1.0879053571145903e-06, 9.589567086617848]","[9.589567086617848, -1.0879053571145903e-06, 9.589567086617848]",4.013164480110723,4.013164480110723,1.0
"[10.43739892304975, -1.0210017278876398e-06, 10.43739892304975]","[10.43739892304975, 1.0210017278876398e-06, 10.43739892304975]",2.9346898205521,2.9346898205521,1.0
"[9.081420805773037, 9.329009223118678e-07, 9.081420805773037]","[9.081420805773037, -9.329009223118678e-07, 9.081420805773037]",5.102559679977865,5.102559679977865,1.0
"[8.42889480493667, -1.0265762878286006e-06, 8.42889480493667]","[8.42889480493667, 1.0265762878286006e-06, 8.42889480493667]",8.106595443101353,8.106595443101353,1.0
"[10.264629916728016, 3.909529075263012e-07, 10.264629916728016]","[10.264629916728016, -3.909529075263012e-07, 10.264629916728016]",7.881045056708874,7.881045056708874,1.0
"[8.850071629970442, 1.6648842965635092e-07, 8.850071629970442]","[8.850071629970442, -1.6648842965635092e-07, 8.850071629970442]",4.525986677811852,4.525986677811852,1.0
"[6.0283249392602, -3.471348081181598e-08, 6.0283249392602]","[6.0283249392602, 3.471348081181598e-08, 6.0283249392602]",9.250209663021558,9.250209663021558,1.0
"[4.131662461767074, -3.6423338785355995e-07, 4.131662461767074]","[4.131662461767074, 3.6423338785355995e-07, 4.131662461767074]",7.033423546724297,7.033423546724297,1.0
"[4.431002038323194, 1.9272112171489796e-07, 4.431002038323194]","[4.431002038323194, -1.9272112171489796e-07, 4.431002038323194]",7.976280996444135,7.976280996444135,1.0
"[7.008465019396078, -2.9419084621773407e-07, 7.008465019396078]","[7.008465019396078, 2.9419084621773407e-07, 7.008465019396078]",9.525458670950528,9.525458670950528,1.0
"[9.769658639080669, 1.7375278220945837e-06, 9.769658639080669]","[9.769658639080669, -1.7375278220945837e-06, 9.769658639080669]",5.064668697441336,5.064668697441336,1.0
"[11.936242166479998, -1.3362204787696355e-06, 11.936242166479998]","[11.936242166479998, 1.3362204787696355e-06, 11.936242166479998]",1.2501895400934229,1.2501895400934229,1.0
